,country,year,average_pr,average_tas
457,COG,1998,133.35445,25.229233333333337
458,COG,1999,148.96308333333334,24.513233333333332
459,COG,2000,138.95655833333333,24.552975
460,COG,2001,120.85859166666667,24.815475000000003
461,COG,2002,143.01100833333334,24.90285
462,COG,2003,128.159225,24.862283333333334
463,COG,2004,124.99553333333336,25.065766666666672
464,COG,2005,121.34890000000001,24.918825
465,COG,2006,134.5074,24.98606666666667
466,COG,2007,141.97560833333333,24.871583333333334
467,COG,2008,145.04340833333333,24.667299999999997
468,COG,2009,138.45428333333334,24.91156666666667
469,COG,2010,135.1693,25.222841666666664
470,COG,2011,137.154225,24.790025
471,COG,2012,135.109525,24.822633333333332
472,COG,2013,131.62524166666668,24.88405
473,COG,2014,129.17898333333332,24.825058333333335
474,COG,2015,125.38970833333333,24.969033333333332
475,MWI,1991,89.86873166666665,21.949333333333332
476,MWI,1992,61.17950166666666,22.350291666666667
477,MWI,1993,79.78358333333333,22.116950000000003
478,MWI,1994,67.48110416666667,22.222191666666664
479,MWI,1995,75.44132,22.59141666666667
480,MWI,1996,91.1666275,22.2005
481,MWI,1997,97.63444750000001,22.454549999999998
482,MWI,1998,68.88980333333333,22.73845833333333
483,MWI,1999,95.56010333333334,22.146024999999998
484,MWI,2000,87.22458583333332,21.891025
485,MWI,2001,88.10199416666667,22.28108333333334
486,MWI,2002,81.14325666666666,22.40500833333334
487,MWI,2003,90.04166166666666,22.458708333333334
488,MWI,2004,97.77455250000003,22.237025
489,MWI,2005,61.11919,22.975858333333335
490,MWI,2006,81.46462666666667,22.328283333333335
491,MWI,2007,88.158745,22.434533333333334
492,MWI,2008,87.49665083333333,22.23329166666667
493,MWI,2009,95.07861750000001,22.493725
494,MWI,2010,78.47625749999999,22.96585833333333
495,MWI,2011,95.554235,22.381658333333334
496,MWI,2012,89.3671875,22.213741666666667
497,MWI,2013,91.5058775,22.353025
498,MWI,2014,87.2456525,22.490466666666663
499,MWI,2015,72.40342333333332,22.695558333333334
500,PAK,1991,24.63993583333334,19.8752925
501,PAK,1992,31.80245583333333,19.780070833333333
502,PAK,1993,19.895220833333337,20.4492175
503,PAK,1994,35.6005225,20.1686375
504,PAK,1995,29.164144166666663,20.01490833333333
505,PAK,1996,28.122938333333334,19.912235
506,PAK,1997,31.1676575,19.546385
507,PAK,1998,24.688989166666662,20.5441075
508,PAK,1999,21.01977583333333,20.943207499999996
509,PAK,2000,16.018101666666666,20.767751666666665
510,PAK,2001,19.467198333333332,20.9075075
511,PAK,2002,17.079373333333333,20.91663
512,PAK,2003,31.746176666666667,20.3980225
513,PAK,2004,21.4130275,21.139983333333333
514,PAK,2005,27.263209166666666,20.22100916666667
515,PAK,2006,29.524086666666665,20.980648333333335
516,PAK,2007,26.821350833333337,20.740771666666667
517,PAK,2008,28.08312666666667,20.554893333333336
518,PAK,2009,23.09146166666667,20.959116666666667
519,PAK,2010,31.841604999999998,21.098071666666666
520,PAK,2011,27.09047,20.81260916666667
521,PAK,2012,22.861,20.15662916666667
522,PAK,2013,29.6216175,20.670547499999998
523,PAK,2014,22.294602499999996,20.536739166666663
524,PAK,2015,32.78463416666667,20.51231
525,GNB,1991,123.14953916666666,27.09228333333333
526,GNB,1992,128.54934999999998,26.940375
527,GNB,1993,118.44374416666666,27.050324999999997
528,GNB,1994,150.57671583333334,26.777524999999997
529,GNB,1995,119.29629500000003,27.155399999999997
530,GNB,1996,121.39853333333332,27.42193333333333
531,GNB,1997,129.5717725,27.34445
532,GNB,1998,138.1356325,27.868016666666666
533,GNB,1999,154.66761833333334,27.362374999999997
534,GNB,2000,139.59713166666668,27.262283333333333
535,GNB,2001,121.69509916666665,27.597683333333332
536,GNB,2002,106.26634916666666,27.447450000000003
537,GNB,2003,137.14703,27.69921666666666
538,GNB,2004,123.28597749999999,27.645233333333334
539,GNB,2005,116.67005166666668,28.047774999999998
540,GNB,2006,141.3061875,27.348775
541,GNB,2007,122.81460666666665,27.49393333333333
542,GNB,2008,142.41845916666668,27.25803333333333
543,GNB,2009,137.27417333333332,27.232433333333333
544,GNB,2010,134.83336833333334,27.775258333333337
545,GNB,2011,121.53166999999998,27.31595
546,GNB,2012,126.68977666666667,27.46853333333333
547,GNB,2013,131.94952583333333,27.479575
548,GNB,2014,111.21855583333331,27.447041666666664
549,GNB,2015,130.85810750000002,27.506000000000004
550,AGO,1991,83.84494749999999,21.652199999999997
551,AGO,1992,69.76624083333333,21.840175000000002
552,AGO,1993,78.47827666666666,21.791325
