Origin,Timestamp,Value
Lesotho,1999.9166666666308,0
Madagascar,1999.9166666666308,1
Liberia,1999.9166666666308,98
Kenya,1999.999999999961,126
Lesotho,1999.999999999961,0
Liberia,1999.999999999961,106
Madagascar,1999.999999999961,3
State of Palestine,1999.999999999961,33
Malawi,1999.999999999961,1
Mali,1999.999999999961,610
Mauritania,1999.999999999961,261
Mozambique,1999.999999999961,2
Niger,1999.999999999961,33
Guinea,1999.999999999961,449
Gambia,1999.999999999961,47
Burundi,1999.999999999961,148
Djibouti,1999.999999999961,23
Congo,1999.999999999961,537
Pakistan,1999.999999999961,1654
Central African Republic,1999.999999999961,86
Cabo Verde,1999.999999999961,1
Iran,1999.999999999961,2725
Syrian Arab Republic,1999.999999999961,0
Afghanistan,1999.999999999961,4153
Iraq,1999.999999999961,5296
Lebanon,1999.999999999961,349
Ehtiopia,1999.999999999961,0
Rwanda,1999.999999999961,415
Nigeria,1999.999999999961,1113
Somalia,1999.999999999961,1907
Zimbabwe,1999.999999999961,85
Zambia,1999.999999999961,0
Tanzania,1999.999999999961,0
Senegal,1999.999999999961,89
Sudan,1999.999999999961,459
South Sudan,1999.999999999961,0
Uganda,1999.999999999961,192
Rwanda,2000.083333333291,412
Senegal,2000.083333333291,96
Somalia,2000.083333333291,1677
South Sudan,2000.083333333291,0
Sudan,2000.083333333291,438
Uganda,2000.083333333291,262
Tanzania,2000.083333333291,0
Zimbabwe,2000.083333333291,128
Syrian Arab Republic,2000.083333333291,0
Nigeria,2000.083333333291,1150
Iraq,2000.083333333291,5097
Lebanon,2000.083333333291,412
State of Palestine,2000.083333333291,39
Pakistan,2000.083333333291,1605
Iran,2000.083333333291,2753
Zambia,2000.083333333291,1
Afghanistan,2000.083333333291,4102
Niger,2000.083333333291,33
Mauritania,2000.083333333291,278
Cabo Verde,2000.083333333291,1
Central African Republic,2000.083333333291,80
Burundi,2000.083333333291,151
Mozambique,2000.083333333291,1
Djibouti,2000.083333333291,20
Ehtiopia,2000.083333333291,0
Gambia,2000.083333333291,49
Congo,2000.083333333291,529
Kenya,2000.083333333291,153
Lesotho,2000.083333333291,0
Liberia,2000.083333333291,112
Madagascar,2000.083333333291,7
Malawi,2000.083333333291,1
Mali,2000.083333333291,740
Guinea,2000.083333333291,542
Pakistan,2000.166666666621,1493
Syrian Arab Republic,2000.166666666621,0
Afghanistan,2000.166666666621,4000
Iraq,2000.166666666621,4364
Lebanon,2000.166666666621,366
State of Palestine,2000.166666666621,44
Iran,2000.166666666621,2957
Uganda,2000.166666666621,244
Malawi,2000.166666666621,1
Zimbabwe,2000.166666666621,126
Zambia,2000.166666666621,1
Tanzania,2000.166666666621,0
Sudan,2000.166666666621,399
Somalia,2000.166666666621,1512
Senegal,2000.166666666621,81
Rwanda,2000.166666666621,404
Nigeria,2000.166666666621,1209
Niger,2000.166666666621,34
Mozambique,2000.166666666621,1
Mauritania,2000.166666666621,253
Mali,2000.166666666621,637
South Sudan,2000.166666666621,0
Liberia,2000.166666666621,93
Madagascar,2000.166666666621,6
Cabo Verde,2000.166666666621,1
Central African Republic,2000.166666666621,65
Congo,2000.166666666621,474
Djibouti,2000.166666666621,19
Burundi,2000.166666666621,127
Gambia,2000.166666666621,57
Guinea,2000.166666666621,532
Kenya,2000.166666666621,153
Lesotho,2000.166666666621,0
Ehtiopia,2000.166666666621,0
Senegal,2000.2499999999511,69
Tanzania,2000.2499999999511,0
Somalia,2000.2499999999511,1471
South Sudan,2000.2499999999511,0
Sudan,2000.2499999999511,364
Uganda,2000.2499999999511,139
Zambia,2000.2499999999511,0
Iraq,2000.2499999999511,4556
Iran,2000.2499999999511,3379
Pakistan,2000.2499999999511,1264
State of Palestine,2000.2499999999511,42
Lebanon,2000.2499999999511,308
Afghanistan,2000.2499999999511,4326
Syrian Arab Republic,2000.2499999999511,0
Rwanda,2000.2499999999511,357
Zimbabwe,2000.2499999999511,130
Nigeria,2000.2499999999511,1152
Liberia,2000.2499999999511,81
Mozambique,2000.2499999999511,0
Ehtiopia,2000.2499999999511,0
Gambia,2000.2499999999511,42
Burundi,2000.2499999999511,134
Niger,2000.2499999999511,53
Central African Republic,2000.2499999999511,50
Cabo Verde,2000.2499999999511,0
Djibouti,2000.2499999999511,11
Congo,2000.2499999999511,405
Kenya,2000.2499999999511,120
Lesotho,2000.2499999999511,0
Madagascar,2000.2499999999511,1
Malawi,2000.2499999999511,0
Mali,2000.2499999999511,459
Mauritania,2000.2499999999511,235
Guinea,2000.2499999999511,416
Zambia,2000.3333333332807,1
Zimbabwe,2000.3333333332807,196
Uganda,2000.3333333332807,115
Tanzania,2000.3333333332807,0
Afghanistan,2000.3333333332807,4745
Iraq,2000.3333333332807,4776
Lebanon,2000.3333333332807,315
State of Palestine,2000.3333333332807,37
Pakistan,2000.3333333332807,1236
Iran,2000.3333333332807,3959
Sudan,2000.3333333332807,341
Syrian Arab Republic,2000.3333333332807,0
South Sudan,2000.3333333332807,0
Lesotho,2000.3333333332807,0
Senegal,2000.3333333332807,69
Somalia,2000.3333333332807,1623
Malawi,2000.3333333332807,2
Madagascar,2000.3333333332807,1
Liberia,2000.3333333332807,70
Kenya,2000.3333333332807,98
Guinea,2000.3333333332807,366
Gambia,2000.3333333332807,38
Ehtiopia,2000.3333333332807,0
Djibouti,2000.3333333332807,16
Congo,2000.3333333332807,369
Burundi,2000.3333333332807,136
Mali,2000.3333333332807,459
Central African Republic,2000.3333333332807,45
Mauritania,2000.3333333332807,253
Mozambique,2000.3333333332807,4
Niger,2000.3333333332807,45
Nigeria,2000.3333333332807,1019
Rwanda,2000.3333333332807,346
Cabo Verde,2000.3333333332807,0
Syrian Arab Republic,2000.4166666666117,0
Afghanistan,2000.4166666666117,4678
Iraq,2000.4166666666117,5429
Lebanon,2000.4166666666117,288
State of Palestine,2000.4166666666117,33
Pakistan,2000.4166666666117,1234
Iran,2000.4166666666117,5014
Uganda,2000.4166666666117,124
Senegal,2000.4166666666117,66
South Sudan,2000.4166666666117,0
Cabo Verde,2000.4166666666117,0
Central African Republic,2000.4166666666117,52
Burundi,2000.4166666666117,121
Congo,2000.4166666666117,344
Djibouti,2000.4166666666117,38
Ehtiopia,2000.4166666666117,0
Gambia,2000.4166666666117,53
Guinea,2000.4166666666117,353
Kenya,2000.4166666666117,78
Sudan,2000.4166666666117,343
Lesotho,2000.4166666666117,0
Madagascar,2000.4166666666117,5
Malawi,2000.4166666666117,2
Mali,2000.4166666666117,460
Mauritania,2000.4166666666117,268
Mozambique,2000.4166666666117,6
Niger,2000.4166666666117,52
Nigeria,2000.4166666666117,987
Rwanda,2000.4166666666117,373
Somalia,2000.4166666666117,1821
Liberia,2000.4166666666117,76
Tanzania,2000.4166666666117,0
Zambia,2000.4166666666117,1
Zimbabwe,2000.4166666666117,185
Uganda,2000.499999999941,140
Kenya,2000.499999999941,86
Lesotho,2000.499999999941,0
Madagascar,2000.499999999941,11
Malawi,2000.499999999941,0
Mali,2000.499999999941,496
Mauritania,2000.499999999941,290
Mozambique,2000.499999999941,2
Niger,2000.499999999941,78
Nigeria,2000.499999999941,1095
Rwanda,2000.499999999941,441
Senegal,2000.499999999941,60
Somalia,2000.499999999941,2226
South Sudan,2000.499999999941,0
Sudan,2000.499999999941,476
Tanzania,2000.499999999941,0
Zambia,2000.499999999941,1
Zimbabwe,2000.499999999941,72
Guinea,2000.499999999941,411
Gambia,2000.499999999941,65
Liberia,2000.499999999941,84
Djibouti,2000.499999999941,54
Ehtiopia,2000.499999999941,0
Burundi,2000.499999999941,150
Central African Republic,2000.499999999941,54
Pakistan,2000.499999999941,1220
State of Palestine,2000.499999999941,44
Iran,2000.499999999941,7078
Iraq,2000.499999999941,6899
Afghanistan,2000.499999999941,4769
Syrian Arab Republic,2000.499999999941,0
Congo,2000.499999999941,322
Lebanon,2000.499999999941,280
Cabo Verde,2000.499999999941,0
Malawi,2000.5833333332714,0
Mali,2000.5833333332714,479
Mauritania,2000.5833333332714,256
Mozambique,2000.5833333332714,1
Niger,2000.5833333332714,70
Nigeria,2000.5833333332714,1145
Rwanda,2000.5833333332714,476
Tanzania,2000.5833333332714,0
Zimbabwe,2000.5833333332714,10
Somalia,2000.5833333332714,2247
Zambia,2000.5833333332714,1
Uganda,2000.5833333332714,146
Sudan,2000.5833333332714,501
South Sudan,2000.5833333332714,0
Madagascar,2000.5833333332714,15
Senegal,2000.5833333332714,60
Liberia,2000.5833333332714,73
Iraq,2000.5833333332714,7466
Kenya,2000.5833333332714,81
Iran,2000.5833333332714,7607
Pakistan,2000.5833333332714,1196
State of Palestine,2000.5833333332714,35
Lesotho,2000.5833333332714,0
Afghanistan,2000.5833333332714,5173
Syrian Arab Republic,2000.5833333332714,0
Cabo Verde,2000.5833333332714,0
Lebanon,2000.5833333332714,290
Burundi,2000.5833333332714,159
Congo,2000.5833333332714,319
Djibouti,2000.5833333332714,54
Ehtiopia,2000.5833333332714,0
Gambia,2000.5833333332714,82
Guinea,2000.5833333332714,444
Central African Republic,2000.5833333332714,41
Guinea,2000.6666666666013,615
Cabo Verde,2000.6666666666013,2
Central African Republic,2000.6666666666013,39
Burundi,2000.6666666666013,150
Congo,2000.6666666666013,348
Djibouti,2000.6666666666013,56
Ehtiopia,2000.6666666666013,0
Gambia,2000.6666666666013,83
Kenya,2000.6666666666013,70
Lebanon,2000.6666666666013,278
Liberia,2000.6666666666013,110
Iraq,2000.6666666666013,7949
Afghanistan,2000.6666666666013,5625
Syrian Arab Republic,2000.6666666666013,0
Pakistan,2000.6666666666013,1269
Iran,2000.6666666666013,7702
Lesotho,2000.6666666666013,0
Zimbabwe,2000.6666666666013,12
Zambia,2000.6666666666013,0
Tanzania,2000.6666666666013,0
Uganda,2000.6666666666013,138
Sudan,2000.6666666666013,485
Mozambique,2000.6666666666013,1
Somalia,2000.6666666666013,1952
Senegal,2000.6666666666013,72
Rwanda,2000.6666666666013,468
Nigeria,2000.6666666666013,1220
Madagascar,2000.6666666666013,15
Malawi,2000.6666666666013,0
Mali,2000.6666666666013,428
Mauritania,2000.6666666666013,272
State of Palestine,2000.6666666666013,42
South Sudan,2000.6666666666013,0
Niger,2000.6666666666013,56
Sudan,2000.749999999932,590
Uganda,2000.749999999932,123
Tanzania,2000.749999999932,0
Zambia,2000.749999999932,0
Zimbabwe,2000.749999999932,8
Iraq,2000.749999999932,8436
Pakistan,2000.749999999932,1397
State of Palestine,2000.749999999932,51
Lebanon,2000.749999999932,256
Afghanistan,2000.749999999932,6414
Syrian Arab Republic,2000.749999999932,0
Iran,2000.749999999932,8303
Somalia,2000.749999999932,1772
South Sudan,2000.749999999932,0
Rwanda,2000.749999999932,438
Cabo Verde,2000.749999999932,2
Central African Republic,2000.749999999932,47
Burundi,2000.749999999932,156
Congo,2000.749999999932,393
Djibouti,2000.749999999932,66
Ehtiopia,2000.749999999932,0
Gambia,2000.749999999932,67
Guinea,2000.749999999932,776
Kenya,2000.749999999932,66
Lesotho,2000.749999999932,0
Liberia,2000.749999999932,122
Senegal,2000.749999999932,80
Madagascar,2000.749999999932,8
Malawi,2000.749999999932,1
Mali,2000.749999999932,407
Mauritania,2000.749999999932,330
Niger,2000.749999999932,94
Nigeria,2000.749999999932,1371
Mozambique,2000.749999999932,1
Afghanistan,2000.8333333332614,6182
Iraq,2000.8333333332614,7663
Lebanon,2000.8333333332614,215
State of Palestine,2000.8333333332614,51
Pakistan,2000.8333333332614,1405
Iran,2000.8333333332614,6913
Syrian Arab Republic,2000.8333333332614,0
Nigeria,2000.8333333332614,1258
Sudan,2000.8333333332614,537
Senegal,2000.8333333332614,82
Rwanda,2000.8333333332614,360
Niger,2000.8333333332614,121
Mozambique,2000.8333333332614,1
Mauritania,2000.8333333332614,335
Mali,2000.8333333332614,416
Malawi,2000.8333333332614,1
Madagascar,2000.8333333332614,5
Liberia,2000.8333333332614,97
Lesotho,2000.8333333332614,0
Kenya,2000.8333333332614,72
Guinea,2000.8333333332614,726
Gambia,2000.8333333332614,43
Ehtiopia,2000.8333333332614,0
Djibouti,2000.8333333332614,65
Congo,2000.8333333332614,382
Burundi,2000.8333333332614,140
Somalia,2000.8333333332614,1601
South Sudan,2000.8333333332614,0
Cabo Verde,2000.8333333332614,0
Uganda,2000.8333333332614,105
Tanzania,2000.8333333332614,0
Zambia,2000.8333333332614,0
Zimbabwe,2000.8333333332614,12
Central African Republic,2000.8333333332614,45
Mauritania,2000.9166666665922,331
Mali,2000.9166666665922,416
Malawi,2000.9166666665922,6
Madagascar,2000.9166666665922,6
Liberia,2000.9166666665922,87
Lesotho,2000.9166666665922,0
Kenya,2000.9166666665922,80
Nigeria,2000.9166666665922,1252
Ehtiopia,2000.9166666665922,0
Djibouti,2000.9166666665922,50
Congo,2000.9166666665922,427
Burundi,2000.9166666665922,193
Central African Republic,2000.9166666665922,38
Cabo Verde,2000.9166666665922,0
Guinea,2000.9166666665922,686
Gambia,2000.9166666665922,47
Syrian Arab Republic,2000.9166666665922,0
Afghanistan,2000.9166666665922,5611
Mozambique,2000.9166666665922,3
Zimbabwe,2000.9166666665922,158
Zambia,2000.9166666665922,1
Tanzania,2000.9166666665922,0
Uganda,2000.9166666665922,106
Sudan,2000.9166666665922,496
South Sudan,2000.9166666665922,0
Niger,2000.9166666665922,90
Senegal,2000.9166666665922,81
Rwanda,2000.9166666665922,386
Iran,2000.9166666665922,5348
Pakistan,2000.9166666665922,1344
State of Palestine,2000.9166666665922,130
Lebanon,2000.9166666665922,281
Somalia,2000.9166666665922,1752
Iraq,2000.9166666665922,7275
Nigeria,2000.9999999999216,1371
Rwanda,2000.9999999999216,347
Senegal,2000.9999999999216,86
Somalia,2000.9999999999216,1717
Uganda,2000.9999999999216,122
Sudan,2000.9999999999216,466
Niger,2000.9999999999216,88
Tanzania,2000.9999999999216,0
Zambia,2000.9999999999216,1
Zimbabwe,2000.9999999999216,305
South Sudan,2000.9999999999216,0
Mozambique,2000.9999999999216,3
Madagascar,2000.9999999999216,9
Mali,2000.9999999999216,470
Malawi,2000.9999999999216,16
Liberia,2000.9999999999216,80
Lesotho,2000.9999999999216,0
Kenya,2000.9999999999216,70
Gambia,2000.9999999999216,55
Djibouti,2000.9999999999216,21
Congo,2000.9999999999216,557
Burundi,2000.9999999999216,260
Central African Republic,2000.9999999999216,39
Cabo Verde,2000.9999999999216,0
Mauritania,2000.9999999999216,359
Guinea,2000.9999999999216,687
Ehtiopia,2000.9999999999216,0
Syrian Arab Republic,2000.9999999999216,0
