,Unnamed: 0,Unnamed: 0.1,adm0_name,adm1_name,mkt_name,cm_name,cur_name,pt_name,um_id,um_name,mp_month,mp_year,mp_price,Year
57324,57324,126285,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,7,2008,9.0,2008.5
57325,57325,126286,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,8,2008,9.0,2008.583333333333
57326,57326,126287,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,9,2008,9.0,2008.666666666667
57327,57327,126288,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,10,2008,9.0,2008.75
57328,57328,126289,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,11,2008,9.0,2008.833333333333
57329,57329,126290,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,12,2008,9.5,2008.916666666667
57330,57330,126291,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,1,2009,9.0,2009.0
57331,57331,126292,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,2,2009,9.0,2009.083333333333
57332,57332,126293,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,3,2009,9.0,2009.166666666667
57333,57333,126294,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,4,2009,9.0,2009.25
57334,57334,126295,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,5,2009,9.0,2009.333333333333
57335,57335,126296,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,6,2009,8.0,2009.416666666667
57336,57336,126297,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,7,2009,8.0,2009.5
57337,57337,126298,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,8,2009,7.0,2009.583333333333
57338,57338,126299,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,9,2009,7.0,2009.666666666667
57339,57339,126300,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,10,2009,7.0,2009.75
57340,57340,126301,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,11,2009,7.0,2009.833333333333
57341,57341,126302,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,12,2009,7.0,2009.916666666667
57342,57342,126303,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,1,2010,7.0,2010.0
57343,57343,126304,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,2,2010,7.5,2010.083333333333
57344,57344,126305,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,3,2010,8.0,2010.166666666667
57345,57345,126306,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,4,2010,7.0,2010.25
57346,57346,126307,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,5,2010,7.0,2010.333333333333
57347,57347,126308,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,6,2010,7.0,2010.416666666667
57348,57348,126309,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,7,2010,8.0,2010.5
57349,57349,126310,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,8,2010,7.5,2010.583333333333
57350,57350,126311,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,9,2010,7.5,2010.666666666667
57351,57351,126312,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,10,2010,7.3333,2010.75
57352,57352,126313,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,11,2010,7.3333,2010.833333333333
57353,57353,126314,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,12,2010,7.3333,2010.916666666667
57354,57354,126315,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,1,2011,7.3333,2011.0
57355,57355,126316,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,2,2011,8.0,2011.083333333333
57356,57356,126317,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,3,2011,8.0,2011.166666666667
57357,57357,126318,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,4,2011,8.0,2011.25
57358,57358,126319,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,5,2011,7.75,2011.333333333333
57359,57359,126320,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,6,2011,8.0,2011.416666666667
57360,57360,126321,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,7,2011,8.0,2011.5
57361,57361,126322,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,8,2011,8.0,2011.583333333333
57362,57362,126323,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,9,2011,9.0,2011.666666666667
57363,57363,126324,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,10,2011,8.5,2011.75
57364,57364,126325,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,11,2011,9.5,2011.833333333333
57365,57365,126326,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,1,2012,9.5,2012.0
57366,57366,126327,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,3,2012,9.5,2012.166666666667
57367,57367,126328,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,4,2012,9.0,2012.25
57368,57368,126329,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,5,2012,9.0,2012.333333333333
57369,57369,126330,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,6,2012,9.0,2012.416666666667
57370,57370,126331,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,7,2012,10.0,2012.5
57371,57371,126332,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,9,2012,10.0,2012.666666666667
57372,57372,126333,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,10,2012,10.53,2012.75
57373,57373,126334,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,11,2012,10.53,2012.833333333333
57374,57374,126335,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,2,2013,10.0,2013.083333333333
57375,57375,126336,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,3,2013,10.0,2013.166666666667
57376,57376,126337,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,4,2013,11.1111,2013.25
57377,57377,126338,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,10,2015,14.0,2015.75
57378,57378,126339,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,11,2015,12.0,2015.833333333333
57379,57379,126340,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,1,2016,11.6667,2016.0
57380,57380,126341,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,3,2016,11.5,2016.166666666667
57381,57381,126342,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,4,2016,12.0,2016.25
57382,57382,126343,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,5,2016,12.0,2016.333333333333
57383,57383,126344,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,6,2016,12.1053,2016.416666666667
57384,57384,126345,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,7,2016,11.5,2016.5
57385,57385,126346,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,9,2016,13.0,2016.666666666667
57386,57386,126347,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,11,2016,12.0,2016.833333333333
57387,57387,126348,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,12,2016,12.6316,2016.916666666667
57388,57388,126349,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,1,2017,12.0,2017.0
57389,57389,126350,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,2,2017,12.0,2017.083333333333
57390,57390,126351,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,3,2017,12.0,2017.166666666667
57391,57391,126352,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,4,2017,13.0,2017.25
57392,57392,126353,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,5,2017,12.0,2017.333333333333
57393,57393,126354,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,6,2017,13.0,2017.416666666667
57394,57394,126355,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,7,2017,12.0,2017.5
57395,57395,126356,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,8,2017,12.0,2017.583333333333
57396,57396,126357,Gambia,West Coast,Brikama,"Rice (medium grain, imported)",GMD,Retail,28,500 G,9,2017,13.6842,2017.666666666667
58204,58204,127165,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,1,2006,6.25,2006.0
58205,58205,127166,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,2,2006,6.25,2006.083333333333
58206,58206,127167,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,3,2006,6.25,2006.166666666667
58207,58207,127168,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,4,2006,6.25,2006.25
58208,58208,127169,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,5,2006,6.25,2006.333333333333
58209,58209,127170,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,6,2006,6.25,2006.416666666667
58210,58210,127171,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,7,2006,6.25,2006.5
58211,58211,127172,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,8,2006,6.25,2006.583333333333
58212,58212,127173,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,9,2006,6.25,2006.666666666667
58213,58213,127174,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,10,2006,6.25,2006.75
58214,58214,127175,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,11,2006,6.25,2006.833333333333
58215,58215,127176,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,12,2006,6.25,2006.916666666667
58216,58216,127177,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,2,2007,6.25,2007.083333333333
58217,58217,127178,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,3,2007,7.375,2007.166666666667
58218,58218,127179,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,4,2007,7.375,2007.25
58219,58219,127180,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,5,2007,7.375,2007.333333333333
58220,58220,127181,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,6,2007,7.375,2007.416666666667
58221,58221,127182,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,7,2007,6.75,2007.5
58222,58222,127183,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,8,2007,6.75,2007.583333333333
58223,58223,127184,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,9,2007,6.0,2007.666666666667
58224,58224,127185,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,10,2007,6.0,2007.75
58225,58225,127186,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,11,2007,6.0,2007.833333333333
58226,58226,127187,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,12,2007,6.5,2007.916666666667
58227,58227,127188,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,1,2008,6.5,2008.0
58228,58228,127189,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,2,2008,7.0,2008.083333333333
58229,58229,127190,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,3,2008,7.0,2008.166666666667
58230,58230,127191,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,4,2008,7.0,2008.25
58231,58231,127192,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,5,2008,7.0,2008.333333333333
58232,58232,127193,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,6,2008,7.5,2008.416666666667
58233,58233,127194,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,7,2008,9.0,2008.5
58234,58234,127195,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,8,2008,9.0,2008.583333333333
58235,58235,127196,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,9,2008,9.0,2008.666666666667
58236,58236,127197,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,10,2008,9.0,2008.75
58237,58237,127198,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,11,2008,9.0,2008.833333333333
58238,58238,127199,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,12,2008,10.0,2008.916666666667
58239,58239,127200,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,1,2009,9.0,2009.0
58240,58240,127201,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,2,2009,9.0,2009.083333333333
58241,58241,127202,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,3,2009,9.5,2009.166666666667
58242,58242,127203,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,4,2009,9.5,2009.25
58243,58243,127204,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,5,2009,9.0,2009.333333333333
58244,58244,127205,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,6,2009,8.0,2009.416666666667
58245,58245,127206,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,7,2009,9.0,2009.5
58246,58246,127207,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,8,2009,7.0,2009.583333333333
58247,58247,127208,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,9,2009,7.0,2009.666666666667
58248,58248,127209,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,10,2009,7.0,2009.75
58249,58249,127210,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,11,2009,7.5,2009.833333333333
58250,58250,127211,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,12,2009,7.5,2009.916666666667
58251,58251,127212,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,1,2010,7.5,2010.0
58252,58252,127213,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,2,2010,7.5,2010.083333333333
58253,58253,127214,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,3,2010,8.0,2010.166666666667
58254,58254,127215,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,4,2010,9.0,2010.25
58255,58255,127216,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,5,2010,9.0,2010.333333333333
58256,58256,127217,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,6,2010,7.0,2010.416666666667
58257,58257,127218,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,8,2010,8.0,2010.583333333333
58258,58258,127219,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,9,2010,8.0,2010.666666666667
58259,58259,127220,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,12,2010,8.0,2010.916666666667
58260,58260,127221,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,1,2011,8.0,2011.0
58261,58261,127222,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,2,2011,9.0,2011.083333333333
58262,58262,127223,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,3,2011,8.5,2011.166666666667
58263,58263,127224,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,4,2011,8.0,2011.25
58264,58264,127225,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,5,2011,8.0,2011.333333333333
58265,58265,127226,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,6,2011,8.0,2011.416666666667
58266,58266,127227,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,7,2011,8.5,2011.5
58267,58267,127228,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,9,2011,8.5,2011.666666666667
58268,58268,127229,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,10,2011,8.5,2011.75
58269,58269,127230,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,11,2011,8.18,2011.833333333333
58270,58270,127231,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,1,2012,8.5,2012.0
58271,58271,127232,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,3,2012,10.0,2012.166666666667
58272,58272,127233,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,4,2012,8.5,2012.25
58273,58273,127234,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,5,2012,8.5,2012.333333333333
58274,58274,127235,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,6,2012,10.0,2012.416666666667
58275,58275,127236,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,7,2012,10.0,2012.5
58276,58276,127237,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,8,2012,11.11,2012.583333333333
58277,58277,127238,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,9,2012,10.0,2012.666666666667
58278,58278,127239,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,10,2012,11.11,2012.75
58279,58279,127240,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,11,2012,10.53,2012.833333333333
58280,58280,127241,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,2,2013,10.5263,2013.083333333333
58281,58281,127242,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,3,2013,10.5263,2013.166666666667
58282,58282,127243,Gambia,North Bank,Essau / Barra,"Rice (medium grain, imported)",GMD,Retail,28,500 G,4,2013,10.5263,2013.25
59845,59845,128806,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,1,2006,6.0811,2006.0
59846,59846,128807,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,2,2006,6.0811,2006.083333333333
59847,59847,128808,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,3,2006,6.0811,2006.166666666667
59848,59848,128809,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,4,2006,6.0811,2006.25
59849,59849,128810,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,5,2006,6.0811,2006.333333333333
59850,59850,128811,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,6,2006,6.0811,2006.416666666667
59851,59851,128812,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,7,2006,6.0811,2006.5
59852,59852,128813,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,8,2006,6.0811,2006.583333333333
59853,59853,128814,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,9,2006,6.0811,2006.666666666667
59854,59854,128815,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,10,2006,6.0811,2006.75
59855,59855,128816,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,11,2006,6.0811,2006.833333333333
59856,59856,128817,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,12,2006,6.0811,2006.916666666667
59857,59857,128818,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,2,2007,6.0811,2007.083333333333
59858,59858,128819,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,3,2007,7.375,2007.166666666667
59859,59859,128820,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,4,2007,7.375,2007.25
59860,59860,128821,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,5,2007,7.375,2007.333333333333
59861,59861,128822,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,6,2007,7.375,2007.416666666667
59862,59862,128823,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,7,2007,7.0,2007.5
59863,59863,128824,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,8,2007,7.0,2007.583333333333
59864,59864,128825,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,9,2007,6.5,2007.666666666667
59865,59865,128826,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,10,2007,6.5,2007.75
59866,59866,128827,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,11,2007,6.5,2007.833333333333
59867,59867,128828,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,12,2007,6.5,2007.916666666667
59868,59868,128829,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,1,2008,6.5,2008.0
59869,59869,128830,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,2,2008,7.0,2008.083333333333
59870,59870,128831,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,3,2008,7.0,2008.166666666667
59871,59871,128832,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,4,2008,7.0,2008.25
59872,59872,128833,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,5,2008,7.0,2008.333333333333
59873,59873,128834,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,6,2008,8.0,2008.416666666667
59874,59874,128835,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,7,2008,9.0,2008.5
59875,59875,128836,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,8,2008,9.0,2008.583333333333
59876,59876,128837,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,9,2008,9.0,2008.666666666667
59877,59877,128838,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,10,2008,9.0,2008.75
59878,59878,128839,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,11,2008,9.5,2008.833333333333
59879,59879,128840,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,12,2008,10.0,2008.916666666667
59880,59880,128841,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,1,2009,9.5,2009.0
59881,59881,128842,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,2,2009,9.5,2009.083333333333
59882,59882,128843,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,3,2009,9.5,2009.166666666667
59883,59883,128844,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,4,2009,9.5,2009.25
59884,59884,128845,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,5,2009,9.0,2009.333333333333
59885,59885,128846,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,6,2009,9.5,2009.416666666667
59886,59886,128847,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,7,2009,8.0,2009.5
59887,59887,128848,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,8,2009,7.0,2009.583333333333
59888,59888,128849,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,9,2009,7.5,2009.666666666667
59889,59889,128850,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,10,2009,7.0,2009.75
59890,59890,128851,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,11,2009,7.5,2009.833333333333
59891,59891,128852,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,12,2009,7.5,2009.916666666667
59892,59892,128853,Gambia,North Bank,Farafenni,"Rice (medium grain, imported)",GMD,Retail,28,500 G,1,2010,7.5,2010.0
